('40.071381', '-105.22978')
('40.071071', '-105.22919')
('40.071072', '-105.22919')
('40.071073', '-105.22919')
('40.071074', '-105.22919')
('40.071075', '-105.22919')
('40.071076', '-105.22919')
('40.071077', '-105.22919')
('40.071078', '-105.22919')
('40.071079', '-105.22919')
('40.071080', '-105.22919')
('40.071081', '-105.22919')
('40.071082', '-105.22919')
('40.071083', '-105.22919')
('40.071084', '-105.22919')
('40.071085', '-105.22919')
('40.071086', '-105.22919')
('40.071087', '-105.22919')
('40.071088', '-105.22919')
('40.071089', '-105.22919')
('40.071090', '-105.22919')
('40.071091', '-105.22919')
('40.071092', '-105.22919')
('40.071093', '-105.22919')
('40.071094', '-105.22919')
('40.071095', '-105.22919')
('40.071096', '-105.22919')
('40.071097', '-105.22919')
('40.071098', '-105.22919')
('40.071099', '-105.22919')
('40.071100', '-105.22919')
('40.071101', '-105.22919')
('40.071102', '-105.22919')
('40.071103', '-105.22919')
('40.071104', '-105.22919')
('40.071105', '-105.22919')
('40.071106', '-105.22919')
('40.071107', '-105.22919')
('40.071108', '-105.22919')
('40.071109', '-105.22919')
('40.071110', '-105.22919')
('40.071111', '-105.22919')
('40.071112', '-105.22919')
('40.071113', '-105.22919')
('40.071114', '-105.22919')
('40.071115', '-105.22919')
('40.071116', '-105.22919')
('40.071117', '-105.22919')
('40.071118', '-105.22919')
('40.071119', '-105.22919')
('40.071120', '-105.22919')
('40.071121', '-105.22919')
('40.071122', '-105.22919')
('40.071123', '-105.22919')
('40.071124', '-105.22919')
('40.071125', '-105.22919')
('40.071126', '-105.22919')
('40.071127', '-105.22919')
('40.071128', '-105.22919')
('40.071129', '-105.22919')
('40.071130', '-105.22919')
('40.071131', '-105.22919')
('40.071132', '-105.22919')
('40.071133', '-105.22919')
('40.071134', '-105.22919')
('40.071135', '-105.22919')
('40.071136', '-105.22919')
('40.071137', '-105.22919')
('40.071138', '-105.22919')
('40.071139', '-105.22919')
('40.071140', '-105.22919')
('40.071141', '-105.22919')
('40.071142', '-105.22919')
('40.071143', '-105.22919')
('40.071144', '-105.22919')
('40.071145', '-105.22919')
('40.071146', '-105.22919')
('40.071147', '-105.22919')
('40.071148', '-105.22919')
('40.071149', '-105.22919')
('40.071150', '-105.22919')
('40.071151', '-105.22919')
('40.071152', '-105.22919')
('40.071153', '-105.22919')
('40.071154', '-105.22919')
('40.071155', '-105.22919')
('40.071156', '-105.22919')
('40.071157', '-105.22919')
('40.071158', '-105.22919')
('40.071159', '-105.22919')
('40.071160', '-105.22919')
('40.071161', '-105.22919')
('40.071162', '-105.22919')
('40.071163', '-105.22919')
('40.071164', '-105.22919')
('40.071165', '-105.22919')
('40.071166', '-105.22919')
('40.071167', '-105.22919')
('40.071168', '-105.22919')
('40.071169', '-105.22919')
('40.071170', '-105.22919')
('40.071171', '-105.22919')
('40.071172', '-105.22919')
('40.071173', '-105.22919')
('40.071174', '-105.22919')
('40.071175', '-105.22919')
('40.071176', '-105.22919')
('40.071177', '-105.22919')
('40.071178', '-105.22919')
('40.071179', '-105.22919')
('40.071180', '-105.22919')
('40.071181', '-105.22919')
('40.071182', '-105.22919')
('40.071183', '-105.22919')
('40.071184', '-105.22919')
('40.071185', '-105.22919')
('40.071186', '-105.22919')
('40.071187', '-105.22919')
('40.071188', '-105.22919')
('40.071189', '-105.22919')
('40.071190', '-105.22919')
('40.071191', '-105.22919')
('40.071192', '-105.22919')
('40.071193', '-105.22919')
('40.071194', '-105.22919')
('40.071195', '-105.22919')
('40.071196', '-105.22919')
('40.071197', '-105.22919')
('40.071198', '-105.22919')
('40.071199', '-105.22919')
('40.071200', '-105.22919')
('40.071201', '-105.22919')
('40.071202', '-105.22919')
('40.071203', '-105.22919')
('40.071204', '-105.22919')
('40.071205', '-105.22919')
('40.071206', '-105.22919')
('40.071207', '-105.22919')
('40.071208', '-105.22919')
('40.071209', '-105.22919')
('40.071210', '-105.22919')
('40.071211', '-105.22919')
('40.071212', '-105.22919')
('40.071213', '-105.22919')
('40.071214', '-105.22919')
('40.071215', '-105.22919')
('40.071216', '-105.22919')
('40.071217', '-105.22919')
('40.071218', '-105.22919')
('40.071219', '-105.22919')
('40.071220', '-105.22919')
('40.071221', '-105.22919')
('40.071222', '-105.22919')
('40.071223', '-105.22919')
('40.071224', '-105.22919')
('40.071225', '-105.22919')
('40.071226', '-105.22919')
('40.071227', '-105.22919')
('40.071228', '-105.22919')
('40.071229', '-105.22919')
('40.071230', '-105.22919')
('40.071231', '-105.22919')
('40.071232', '-105.22919')
('40.071233', '-105.22919')
('40.071234', '-105.22919')
('40.071235', '-105.22919')
('40.071236', '-105.22919')
('40.071237', '-105.22919')
('40.071238', '-105.22919')
('40.071239', '-105.22919')
('40.071240', '-105.22919')
('40.071241', '-105.22919')
('40.071242', '-105.22919')
('40.071243', '-105.22919')
('40.071244', '-105.22919')
('40.071245', '-105.22919')
('40.071246', '-105.22919')
('40.071247', '-105.22919')
('40.071248', '-105.22919')
('40.071249', '-105.22919')
('40.071250', '-105.22919')
('40.071251', '-105.22919')
('40.071252', '-105.22919')
('40.071253', '-105.22919')
('40.071254', '-105.22919')
('40.071255', '-105.22919')
('40.071256', '-105.22919')
('40.071257', '-105.22919')
('40.071258', '-105.22919')
('40.071259', '-105.22919')
('40.071260', '-105.22919')
('40.071261', '-105.22919')
('40.071262', '-105.22919')
('40.071263', '-105.22919')
('40.071264', '-105.22919')
('40.071265', '-105.22919')
('40.071266', '-105.22919')
('40.071267', '-105.22919')
('40.071268', '-105.22919')
('40.071269', '-105.22919')
('40.071270', '-105.22919')
('40.071271', '-105.22919')
('40.071272', '-105.22919')
('40.071273', '-105.22919')
('40.071274', '-105.22919')
('40.071275', '-105.22919')
('40.071276', '-105.22919')
('40.071277', '-105.22919')
('40.071278', '-105.22919')
('40.071279', '-105.22919')
('40.071280', '-105.22919')
('40.071281', '-105.22919')
('40.071282', '-105.22919')
('40.071283', '-105.22919')
('40.071284', '-105.22919')
('40.071285', '-105.22919')
('40.071286', '-105.22919')
('40.071287', '-105.22919')
('40.071288', '-105.22919')
('40.071289', '-105.22919')
('40.071290', '-105.22919')
('40.071291', '-105.22919')
('40.071292', '-105.22919')
('40.071293', '-105.22919')
('40.071294', '-105.22919')
('40.071295', '-105.22919')
('40.071296', '-105.22919')
('40.071297', '-105.22919')
('40.071298', '-105.22919')
('40.071299', '-105.22919')
('40.071300', '-105.22919')
('40.071301', '-105.22919')
('40.071302', '-105.22919')
('40.071303', '-105.22919')
('40.071304', '-105.22919')
('40.071305', '-105.22919')
('40.071306', '-105.22919')
('40.071307', '-105.22919')
('40.071308', '-105.22919')
('40.071309', '-105.22919')
('40.071310', '-105.22919')
('40.071311', '-105.22919')
('40.071312', '-105.22919')
('40.071313', '-105.22919')
('40.071314', '-105.22919')
('40.071315', '-105.22919')
('40.071316', '-105.22919')
('40.071317', '-105.22919')
('40.071318', '-105.22919')
('40.071319', '-105.22919')
('40.071320', '-105.22919')
('40.071321', '-105.22919')
('40.071322', '-105.22919')
('40.071323', '-105.22919')
('40.071324', '-105.22919')
('40.071325', '-105.22919')
('40.071326', '-105.22919')
('40.071327', '-105.22919')
('40.071328', '-105.22919')
('40.071329', '-105.22919')
('40.071330', '-105.22919')
('40.071331', '-105.22919')
('40.071332', '-105.22919')
('40.071333', '-105.22919')
('40.071334', '-105.22919')
('40.071335', '-105.22919')
('40.071336', '-105.22919')
('40.071337', '-105.22919')
('40.071338', '-105.22919')
('40.071339', '-105.22919')
('40.071340', '-105.22919')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22918')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22919')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22920')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22921')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22922')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22923')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22924')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22925')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22926')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22927')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22928')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22929')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22930')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22931')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22932')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22933')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22934')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22935')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22936')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22937')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22938')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22939')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22940')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22941')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22942')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22943')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22944')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
('40.071331', '-105.22945')
